Android, 44.1.2254.143214 / 23 September 2019; 2 months ago (2019-09-23)[2]
iOS, 16.0.14 / 4 October 2018; 14 months ago (2018-10-04)[3]
Windows Mobile 10 and Phone 8.1, 9.1.0.232 / 16 June 2016; 3 years ago (2016-06-16)[4]
BlackBerry, 8.0.1 / 10 July 2014; 5 years ago (2014-07-10)[5]
Symbian, 7.1.32453 / 6 December 2016; 3 years ago (2016-12-06)[6]
Java ME, 8.0 / 12 March 2014; 5 years ago (2014-03-12)[7]
