iOS, 2.25 / August 29  2019; 4 months ago (2019-08-29)[13]
Android, 20190827 / August 30  2019; 4 months ago (2019-08-30)[14]
Windows, 201908271411 / August 28  2019; 4 months ago (2019-08-28) [15]
macOS, 1.42 / August 28  2019; 4 months ago (2019-08-28)[16]
