Java, 1.64 / October 7  2019; 3 months ago (2019-10-07)[2]
Java FIPS, BC-FJA 1.0.2 / August 24  2019; 4 months ago (2019-08-24)[3]
C#, 1.8.5 / January 31  2019; 11 months ago (2019-01-31)[4]
C# FIPS, BC-FNA 1.0.1 / December 28  2016; 3 years ago (2016-12-28)[5]
