Implementation, DEFLATE[172] (insecure)
Botan, No
cryptlib, No
GnuTLS, Disabled by default
JSSE, No
LibreSSL, No[42]
MatrixSSL, Disabled by default
mbed TLS, Disabled by default
NSS, Disabled by default
OpenSSL, Disabled by default
RSA BSAFE[55], No
SChannel, No
Secure Transport, No
wolfSSL, Disabled by default
Erlang/OTP SSL application, No
Implementation, DEFLATE
