Android, 12.1.0.11 / December 16  2019; 30 days ago (2019-12-16)[45][46]
iOS, 11.8 / November 3  2019; 2 months ago (2019-11-03)[47]
Windows, 11.8 / November 1  2019; 2 months ago (2019-11-01)[48]
Linux, 10.3.0.37[49]
