Windows  UWP, 14.55.131.0 / 10 December 2019; 36 days ago (2019-12-10)[28]
Windows  desktop, 8.55.0.141 / 15 December 2019; 31 days ago (2019-12-15)[28]
macOS, 8.55.0.141 / 15 December 2019; 31 days ago (2019-12-15)[28]
Linux, 8.55.0.141 / 15 December 2019; 31 days ago (2019-12-15)[28]
Android, 8.55.0.123 / 10 December 2019; 36 days ago (2019-12-10)[29]
iOS, 8.55.0.123 / 10 December 2019; 36 days ago (2019-12-10)[30] (iPhone)  [31] (iPad)
