Android, 4.52.4 / December 19  2019; 1 day ago (2019-12-19)[24]
iOS, 3.1.0 / December 19  2019; 1 day ago (2019-12-19)[25]
Desktop, 1.29.3 / December 19  2019; 1 day ago (2019-12-19)[26]
