Android, 8.5.36.747 / December 13  2019; 7 days ago (2019-12-13)[10]
Android Wear, 8.5.36.747 / December 13  2019; 7 days ago (2019-12-13)
iOS, 8.5.36 / December 13  2019; 7 days ago (2019-12-13)[11]
Windows 10 (Microsoft Store), 1.1.18.611 / October 29  2019; 52 days ago (2019-10-29)[12]
macOS, 1.1.18.611 / October 29  2019; 52 days ago (2019-10-29)[13]
Linux, 1.1.10.546 / July 17  2019; 5 months ago (2019-07-17)[14]
