Windows  macOS  Linux, 79.0.3945.117 / January 7  2020; 7 days ago (2020-01-07)[10]
Android, 79.0.3945.116 / January 7  2020; 7 days ago (2020-01-07)[11]
iOS, 79.0.3945.73 / December 10  2019; 35 days ago (2019-12-10)[12]
