Article ,Extractor ,nbreTable ,nbreTableAFilter ,ambox ,box-More_citations_needed ,sistersitebox ,infobox ,navbox ,vertical-navbox ,navbox-inner ,autocollapse ,collapsible ,mw-collapsible ,mw-collapsed ,rowspan ,colspan ,
Comparison_of_proxifiers ,Jsoup ,null ,null ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_proxifiers ,Bliki ,null ,null ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_regular_expression_engines ,Jsoup ,8 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,
Comparison_of_regular_expression_engines ,Bliki ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_ATI_chipsets ,Jsoup ,19 ,1 ,0 ,5 ,0 ,0 ,15 ,15 ,0 ,0 ,0 ,0 ,3 ,0 ,15 ,
Comparison_of_ATI_chipsets ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_European_road_signs ,Jsoup ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,3 ,3 ,0 ,0 ,
Comparison_of_European_road_signs ,Bliki ,12 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,7 ,0 ,0 ,
Comparison_of_Macintosh_models ,Jsoup ,29 ,4 ,0 ,20 ,0 ,0 ,20 ,20 ,0 ,0 ,1 ,2 ,2 ,0 ,20 ,
Comparison_of_Macintosh_models ,Bliki ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,
Comparison_of_NMDC_Software ,Jsoup ,9 ,6 ,0 ,3 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,
Comparison_of_NMDC_Software ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_OpenDocument_software ,Jsoup ,7 ,5 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,
Comparison_of_OpenDocument_software ,Bliki ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_PVR_software_packages ,Jsoup ,5 ,3 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,
Comparison_of_PVR_software_packages ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_SSH_servers ,Jsoup ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_SSH_servers ,Bliki ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_U.S._state_governments ,Jsoup ,5 ,3 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,
Comparison_of_U.S._state_governments ,Bliki ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,
Comparison_of_VoIP_software ,Jsoup ,16 ,13 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,1 ,1 ,1 ,1 ,
Comparison_of_VoIP_software ,Bliki ,7 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,
Comparison_of_YouTube_downloaders ,Jsoup ,4 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,
Comparison_of_YouTube_downloaders ,Bliki ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_audio_synthesis_environments ,Jsoup ,8 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,4 ,1 ,0 ,3 ,
Comparison_of_audio_synthesis_environments ,Bliki ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,
Comparison_of_digital_audio_editors ,Jsoup ,5 ,4 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,
Comparison_of_digital_audio_editors ,Bliki ,5 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_disc_authoring_software ,Jsoup ,7 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_disc_authoring_software ,Bliki ,8 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_disk_encryption_software ,Jsoup ,5 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_disk_encryption_software ,Bliki ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_download_managers ,Jsoup ,5 ,2 ,0 ,2 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,
Comparison_of_download_managers ,Bliki ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,
Comparison_of_eDonkey_software ,Jsoup ,5 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,4 ,0 ,4 ,0 ,1 ,
Comparison_of_eDonkey_software ,Bliki ,5 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,4 ,0 ,0 ,
Comparison_of_file_comparison_tools ,Jsoup ,5 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_file_comparison_tools ,Bliki ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_file_verification_software ,Jsoup ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_file_verification_software ,Bliki ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_firewalls ,Jsoup ,12 ,7 ,0 ,4 ,0 ,0 ,4 ,4 ,0 ,0 ,0 ,1 ,0 ,0 ,4 ,
Comparison_of_firewalls ,Bliki ,8 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_genealogy_software ,Jsoup ,9 ,4 ,0 ,5 ,0 ,0 ,5 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,
Comparison_of_genealogy_software ,Bliki ,5 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_iPod_managers ,Jsoup ,8 ,4 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,3 ,0 ,0 ,3 ,
Comparison_of_iPod_managers ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_image_viewers ,Jsoup ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_image_viewers ,Bliki ,7 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_layout_engines_(HTML5) ,Jsoup ,38 ,6 ,0 ,1 ,1 ,0 ,1 ,1 ,0 ,0 ,14 ,1 ,29 ,0 ,1 ,
Comparison_of_layout_engines_(HTML5) ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_layout_engines_(XML) ,Jsoup ,7 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,
Comparison_of_layout_engines_(XML) ,Bliki ,7 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_layout_engines_(non-standard_HTML) ,Jsoup ,38 ,6 ,0 ,1 ,1 ,0 ,1 ,1 ,0 ,0 ,14 ,1 ,29 ,0 ,1 ,
Comparison_of_layout_engines_(non-standard_HTML) ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_massively_multiplayer_online_role-playing_games ,Jsoup ,4 ,1 ,0 ,1 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,
Comparison_of_massively_multiplayer_online_role-playing_games ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_microblogging_services ,Jsoup ,5 ,2 ,0 ,2 ,0 ,0 ,2 ,2 ,0 ,0 ,1 ,0 ,1 ,0 ,2 ,
Comparison_of_microblogging_services ,Bliki ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,
Comparison_of_movie_cameras ,Jsoup ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_movie_cameras ,Bliki ,7 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_national_standards_of_Chinese ,Jsoup ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,
Comparison_of_national_standards_of_Chinese ,Bliki ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,
Comparison_of_netbooks ,Jsoup ,4 ,1 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,2 ,
Comparison_of_netbooks ,Bliki ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,
Comparison_of_office_suites ,Jsoup ,8 ,4 ,0 ,4 ,0 ,0 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,
Comparison_of_office_suites ,Bliki ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_open-source_software_hosting_facilities ,Jsoup ,9 ,5 ,0 ,4 ,0 ,0 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,
Comparison_of_open-source_software_hosting_facilities ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_photo_stitching_software ,Jsoup ,5 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_photo_stitching_software ,Bliki ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_platform_virtualization_software ,Jsoup ,9 ,5 ,0 ,4 ,0 ,0 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,
Comparison_of_platform_virtualization_software ,Bliki ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_C_Sharp_and_Java ,Jsoup ,42 ,27 ,0 ,6 ,1 ,0 ,6 ,6 ,0 ,0 ,1 ,7 ,0 ,0 ,10 ,
Comparison_of_C_Sharp_and_Java ,Bliki ,29 ,28 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,
Comparison_of_FTP_client_software ,Jsoup ,7 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_FTP_client_software ,Bliki ,8 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
List_of_FTP_server_software ,Jsoup ,6 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,2 ,0 ,0 ,
List_of_FTP_server_software ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_Java_virtual_machines ,Jsoup ,6 ,1 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,3 ,1 ,1 ,0 ,1 ,
Comparison_of_Java_virtual_machines ,Bliki ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,
Comparison_of_OLAP_Servers ,Jsoup ,16 ,8 ,0 ,7 ,0 ,0 ,7 ,7 ,0 ,0 ,1 ,0 ,1 ,6 ,7 ,
Comparison_of_OLAP_Servers ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_Prolog_implementations ,Jsoup ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,
Comparison_of_Prolog_implementations ,Bliki ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,
Comparison_of_accounting_software ,Jsoup ,6 ,3 ,1 ,2 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,1 ,0 ,0 ,2 ,
Comparison_of_accounting_software ,Bliki ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_audio_formats ,Jsoup ,12 ,5 ,0 ,6 ,0 ,0 ,6 ,6 ,0 ,0 ,1 ,0 ,1 ,0 ,6 ,
Comparison_of_audio_formats ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_database_tools ,Jsoup ,5 ,3 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,
Comparison_of_database_tools ,Bliki ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,
Comparison_of_documentation_generators ,Jsoup ,8 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_documentation_generators ,Bliki ,9 ,9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_fanless_layer_2_switches ,Jsoup ,null ,null ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_fanless_layer_2_switches ,Bliki ,null ,null ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_feed_aggregators ,Jsoup ,17 ,7 ,0 ,3 ,0 ,0 ,8 ,8 ,0 ,0 ,1 ,1 ,1 ,5 ,8 ,
Comparison_of_feed_aggregators ,Bliki ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,
Comparison_of_file_synchronization_software ,Jsoup ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,
Comparison_of_file_synchronization_software ,Bliki ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_issue-tracking_systems ,Jsoup ,10 ,6 ,1 ,3 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,1 ,0 ,0 ,3 ,
Comparison_of_issue-tracking_systems ,Bliki ,7 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_mobile_Internet_Relay_Chat_clients ,Jsoup ,14 ,4 ,1 ,7 ,0 ,0 ,7 ,7 ,0 ,0 ,1 ,2 ,1 ,6 ,7 ,
Comparison_of_mobile_Internet_Relay_Chat_clients ,Bliki ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,
Comparison_of_raster-to-vector_conversion_software ,Jsoup ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_raster-to-vector_conversion_software ,Bliki ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_802.15.4_radio_modules ,Jsoup ,5 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,3 ,1 ,0 ,2 ,
Comparison_of_802.15.4_radio_modules ,Bliki ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,
Comparison_of_AMD_chipsets ,Jsoup ,28 ,0 ,0 ,9 ,0 ,0 ,19 ,19 ,0 ,0 ,7 ,0 ,9 ,0 ,19 ,
Comparison_of_AMD_chipsets ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_Internet_Relay_Chat_daemons ,Jsoup ,13 ,5 ,0 ,7 ,0 ,0 ,7 ,7 ,0 ,0 ,0 ,1 ,0 ,6 ,7 ,
Comparison_of_Internet_Relay_Chat_daemons ,Bliki ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_SSH_clients ,Jsoup ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,
Comparison_of_SSH_clients ,Bliki ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,
Comparison_of_boot_loaders ,Jsoup ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,
Comparison_of_boot_loaders ,Bliki ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,
Comparison_of_command_shells ,Jsoup ,12 ,6 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,4 ,
Comparison_of_command_shells ,Bliki ,7 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_container_formats ,Jsoup ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,
Comparison_of_container_formats ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_enterprise_bookmarking_platforms ,Jsoup ,7 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,
Comparison_of_enterprise_bookmarking_platforms ,Bliki ,7 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_file_systems ,Jsoup ,7 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_file_systems ,Bliki ,8 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_layout_engines_(ECMAScript) ,Jsoup ,18 ,2 ,0 ,3 ,0 ,0 ,3 ,3 ,0 ,0 ,12 ,1 ,1 ,0 ,3 ,
Comparison_of_layout_engines_(ECMAScript) ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_pumps ,Jsoup ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,
Comparison_of_pumps ,Bliki ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_reference_management_software ,Jsoup ,10 ,8 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,
Comparison_of_reference_management_software ,Bliki ,10 ,9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,
Comparison_of_ADC_software ,Jsoup ,15 ,12 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,
Comparison_of_ADC_software ,Bliki ,13 ,13 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_file_archivers ,Jsoup ,11 ,5 ,0 ,6 ,0 ,0 ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,
Comparison_of_file_archivers ,Bliki ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_file_managers ,Jsoup ,12 ,7 ,0 ,4 ,0 ,0 ,4 ,4 ,0 ,0 ,1 ,0 ,0 ,0 ,4 ,
Comparison_of_file_managers ,Bliki ,9 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,
Comparison_of_iOS_e-book_reader_software ,Jsoup ,10 ,7 ,0 ,3 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,
Comparison_of_iOS_e-book_reader_software ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_open-source_wireless_drivers ,Jsoup ,12 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,2 ,2 ,0 ,0 ,
Comparison_of_open-source_wireless_drivers ,Bliki ,11 ,9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,0 ,
Comparison_of_portable_media_players ,Jsoup ,8 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,
Comparison_of_portable_media_players ,Bliki ,8 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,
Comparison_of_BitTorrent_clients ,Jsoup ,12 ,10 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,
Comparison_of_BitTorrent_clients ,Bliki ,11 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,
Comparison_of_HTML_editors ,Jsoup ,11 ,6 ,0 ,3 ,0 ,0 ,3 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,3 ,
Comparison_of_HTML_editors ,Bliki ,8 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,
Comparison_of_layout_engines_(Document_Object_Model) ,Jsoup ,16 ,2 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,12 ,1 ,11 ,0 ,1 ,
Comparison_of_layout_engines_(Document_Object_Model) ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_mail_servers ,Jsoup ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,
Comparison_of_mail_servers ,Bliki ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,
Comparison_of_Internet_Relay_Chat_clients ,Jsoup ,15 ,6 ,0 ,7 ,0 ,0 ,7 ,7 ,0 ,0 ,1 ,1 ,1 ,6 ,7 ,
Comparison_of_Internet_Relay_Chat_clients ,Bliki ,8 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,
Comparison_of_Sony_Vaio_laptops ,Jsoup ,null ,null ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,
Comparison_of_Sony_Vaio_laptops ,Bliki ,null ,null ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,
Comparison_of_alcopops ,Jsoup ,7 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,1 ,6 ,0 ,0 ,
Comparison_of_alcopops ,Bliki ,7 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,6 ,0 ,0 ,
Comparison_of_geographic_information_systems_software ,Jsoup ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_geographic_information_systems_software ,Bliki ,5 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_instant_messaging_clients ,Jsoup ,4 ,0 ,0 ,3 ,0 ,0 ,3 ,3 ,0 ,0 ,1 ,0 ,1 ,0 ,3 ,
Comparison_of_instant_messaging_clients ,Bliki ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
Comparison_of_raster_graphics_editors ,Jsoup ,12 ,8 ,0 ,3 ,0 ,0 ,3 ,3 ,0 ,0 ,1 ,0 ,1 ,0 ,3 ,
Comparison_of_raster_graphics_editors ,Bliki ,8 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,
Comparison_of_Microsoft_Windows_versions ,Jsoup ,21 ,14 ,0 ,1 ,0 ,0 ,1 ,1 ,1 ,0 ,2 ,0 ,5 ,0 ,1 ,
Comparison_of_Microsoft_Windows_versions ,Bliki ,20 ,15 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,5 ,0 ,0 ,
Comparison_of_audio_player_software ,Jsoup ,23 ,10 ,0 ,11 ,0 ,0 ,11 ,11 ,0 ,0 ,2 ,0 ,2 ,9 ,11 ,
Comparison_of_audio_player_software ,Bliki ,12 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,0 ,
