Java/C++ statement, C++ generated code (x86), Java generated byte code
{{code|vector[i]++;}}, {{sxhl|2=nasm|mov edx [ebp+4h] mov eax [ebp+1Ch] inc dword ptr [edx+eax*4]}}, {{pre|aload_1 iload_2 dup2 iaload iconst_1 iadd iastore}}
